author,post_time,topic,time_info,content,has_photo,has_video,like_count,reply_count,repost_count,share_count,view_count,followers_count,post_url,scrape_time,emojis,emoji_count,lang,scrape_time_origin,post_weekday,post_hour,viral,has_question,has_exclaim,is_subjective,sent_score_avg,sent_label_avg,sentiment_score,sentiment_label,is_subjective_post,is_satire_humor_simple,person_view,person_view_encoded
campcallout,2025年04月29日 11:03,,4小時,Canada Said… Hold My Beer 🍺,False,False,1208,34,25,2,74000,52176,https://www.threads.net/@campcallout/post/DJA8Le2O5ha,2025年04月29日 11:03,🍺,1,en,2025-04-29 11:03:00,Tuesday,11,1,False,False,False,0.5,neutral,0.5,neutral,False,False,none,4
xcqiin,2025年04月28日 07:29,,11小時,拉椅子跟踢叉踢巡演估計90%撞 我該怎麼辦,False,False,0,0,0,0,248,207,https://www.threads.net/@xcqiin/post/DI9--6sSOKB,2025年04月28日 07:29,,0,Ch,2025-04-28 07:29:00,Monday,7,0,False,False,True,0.105756193399429,negative,0.105756193399429,negative,True,False,1st,0
,2025年04月29日 14:46,,50分鐘,靜的時候像透明人 瘋的時候像神經病 TOP1處女座 TOP2牡羊座 TOP3天蠍座 TOP4雙魚座 TOP5魔羯座,False,False,255,3,11,17,6796,113946,https://www.threads.net/@virgotw88/post/DJBVyKfRVW3,2025年04月29日 14:46,,0,Ch,2025-04-29 14:46:00,Tuesday,14,0,False,False,False,0.207301080226898,negative,0.207301080226898,negative,False,False,none,4
mrjames5925,2025年04月29日 13:33,,2小時,"I am 48 years single. Alberta, Canada",False,False,53,7,1,1,20000,40683,https://www.threads.net/@mrjames5925/post/DJBNYb4spJe,2025年04月29日 13:33,,0,en,2025-04-29 13:33:00,Tuesday,13,1,False,False,False,0.5,neutral,0.5,neutral,False,False,none,4
macheal1978,2025年04月27日 14:27,,7小時,426凱道的25萬人， 要擦牛眼淚才看的到。,False,False,96,2,0,0,2859,1090,https://www.threads.net/@macheal1978/post/DI8J9h6T94_,2025年04月27日 14:27,,0,Ch,2025-04-27 14:27:00,Sunday,14,0,False,False,False,0.760987550020218,positive,0.768925964832306,positive,False,True,none,4
violetexquisite,2025年04月29日 16:05,,9分鐘,Rate me from 1-10 please!,False,False,1,0,0,0,14,4504,https://www.threads.net/@violetexquisite/post/DJBewtnOdqj,2025年04月29日 16:05,,0,en,2025-04-29 16:05:00,Tuesday,16,0,False,True,False,0.5,neutral,0.5,neutral,False,False,none,4
roymixtwice,2025年04月28日 01:16,,17小時,我連在韓國看 COLDPLAY 都提早離場了 一聽完 FIX YOU 就開始往外移動 年紀越大越不想跟人潮擠在一起⋯⋯,False,False,5,0,0,0,810,810,https://www.threads.net/@roymixtwice/post/DI9US-9TdZ3,2025年04月28日 01:16,,0,Ch,2025-04-28 01:16:00,Monday,1,0,False,False,True,0.052147388458252,negative,0.052147388458252,negative,True,False,mixed,3
rejiya1575,2025年04月27日 19:55,,1小時,Assalamualaikum 😘 cutie 7,False,False,7,0,0,0,392,36695,https://www.threads.net/@rejiya1575/post/DI8vemDSvY8,2025年04月27日 19:55,😘,1,sw,2025-04-27 19:55:00,Sunday,19,0,False,False,False,0.62,neutral,0.62,neutral,False,False,none,4
jennyguo961221,2025年04月28日 01:18,,22小時,年龄焦虑一年比一年严重，周末本来没打算出去，但一想到下个春天可能在忙着结婚生孩子找工作或者换个城市重启人生，没机会自己一个人闲逛了，赶紧换上衣服去了地铁站,False,False,3,0,0,0,248,63,https://www.threads.net/@jennyguo961221/post/DI9UbVwTRgf,2025年04月28日 01:18,,0,Ch,2025-04-28 01:18:00,Monday,1,0,False,False,True,0.980375647544861,positive,0.980375647544861,positive,True,False,none,4
jiangyan22__,2025年04月28日 02:29,,15小時,今天跟朋朋還有我妹都一直在說嗨賴特好帥而且很輕鬆看得很開心也一起喊了應援 （屬於聽別人喊什麼也跟著喊的類型） 也謝謝嗨賴特的粉絲讓我前進了好幾排🥺,False,False,48,1,0,0,721,30,https://www.threads.net/@jiangyan22__/post/DI9ckt5zTAl,2025年04月28日 02:29,🥺,1,Ch,2025-04-28 02:29:00,Monday,2,0,False,False,True,0.906553429961205,positive,0.906553429961205,positive,True,False,1st,0
sull.yzz,2025年04月27日 21:19,,21小時,🦌🫧 非常眼熟 因為我昨天才去那邊游泳 我要尖叫了。。,False,False,355,2,0,8,5945,22,https://www.threads.net/@sull.yzz/post/DI85E6jzzdv,2025年04月27日 21:19,🦌🫧,2,Ch,2025-04-27 21:19:00,Sunday,21,0,False,False,True,0.846590638160706,positive,0.857310801744461,positive,True,True,1st,0
greenblatt3284,2025年04月27日 19:15,,1小時,The Wisconsin judge is about to be this countries hero Bondi has created an enormous martyr.,False,False,38,0,3,0,345,2003,https://www.threads.net/@greenblatt3284/post/DI8q8fFxmZy,2025年04月27日 19:15,,0,en,2025-04-27 19:15:00,Sunday,19,0,False,False,False,0.5,neutral,0.5,neutral,False,False,none,4
17iamnana,2025年04月28日 17:28,,2小時,すき家的柚子醋蘿蔔泥牛丼下架了嗎😭😭點ue怎麼都沒看到……,False,False,0,0,0,0,343,145,https://www.threads.net/@17iamnana/post/DI_De_1S7ZT,2025年04月28日 17:28,😭😭,2,Ch,2025-04-28 17:28:00,Monday,17,0,False,False,False,0.238901711702347,negative,0.238901711702347,negative,False,False,none,4
magie790215,2025年04月27日 03:13,淡水,17小時,到底要吵到幾點啦～大家都不用睡覺是不是……從兩點多一直炸到現在……🤬🤬🤬,False,False,2,0,0,2,219,27,https://www.threads.net/@magie790215/post/DI68zqfSMgQ,2025年04月27日 03:13,🤬🤬🤬,3,Ch,2025-04-27 03:13:00,Sunday,3,0,False,False,False,0.149563588500023,negative,0.149563588500023,negative,False,False,none,4
jmskroll,2025年04月29日 13:57,CanadaThreads,1小時,Canada does a better job at learning from America's mistakes than America does.,False,False,135,5,1,1,6295,643,https://www.threads.net/@jmskroll/post/DJBQIGZz5zM,2025年04月29日 13:57,,0,en,2025-04-29 13:57:00,Tuesday,13,0,False,False,False,0.5,neutral,0.5,neutral,False,False,none,4
hyj___nnn,2025年04月28日 12:26,Xdinaryheroes,6小時,剛剛在釋票中搶到兩張站票🥹 希望每位VILLAINS都可以搶到票🙌🏻 明天加油🔥 Xdinaryheroes,False,False,12,0,0,0,1071,39,https://www.threads.net/@hyj___nnn/post/DI-g4Fdp4DH,2025年04月28日 12:26,🥹🙌🏻🔥,4,Ch,2025-04-28 12:26:00,Monday,12,0,False,False,True,0.850044886469841,positive,0.850044886469841,positive,True,False,none,4
ezquick_ss,2025年04月28日 11:00,,8小時,平安回台 巡迴剩下最後三個城市 快完成了 快能休息了,False,False,56,0,0,0,1089,983,https://www.threads.net/@ezquick_ss/post/DI-XETJyDOd,2025年04月28日 11:00,,0,Ch,2025-04-28 11:00:00,Monday,11,0,False,False,False,0.76747077703476,positive,0.76747077703476,positive,False,False,none,4
,2025年04月27日 19:13,,3小時,出大事 我走一走水母掉了 救命啊 我的啾水母 😭😭😭😭😭😭😭😭😭😭 有人撿到嗎😭😭,False,False,410,30,21,2,9857,9131,https://www.threads.net/@jiwoo_413_/post/DI8qsyRzcub,2025年04月27日 19:13,😭😭😭😭😭😭😭😭😭😭😭😭,12,Ch,2025-04-27 19:13:00,Sunday,19,0,False,False,True,0.671390874385834,positive,0.671390874385834,positive,True,False,1st,0
ramanpohal001,2025年04月29日 03:47,,12小時,@borja.emmahello how are you,False,False,4,0,0,0,1394,77,https://www.threads.net/@ramanpohal001/post/DJAKYD3hWox,2025年04月29日 03:47,,0,st,2025-04-29 03:47:00,Tuesday,3,0,False,False,False,0.5,neutral,0.5,neutral,False,False,none,4
bawabhulindersingh,2025年04月29日 02:22,,13小時,@manjit_kaur5711hii 1,False,False,1,0,0,0,1233,86,https://www.threads.net/@bawabhulindersingh/post/DJAApvKyD4M,2025年04月29日 02:22,,0,unknown,2025-04-29 02:22:00,Tuesday,2,0,False,False,False,0.5,neutral,0.5,neutral,False,False,none,4
circle_0915,2025年04月27日 18:29,,2小時,因為很想做愛的這件事請生理假跟男友做愛會很糟糕嗎？ 雖然我也預計要離職了🙂,False,False,25,2,0,2,7969,22,https://www.threads.net/@circle_0915/post/DI8lpJCvBL9,2025年04月27日 18:29,🙂,1,Ch,2025-04-27 18:29:00,Sunday,18,0,True,False,True,0.731725637316704,positive,0.668941968083382,positive,True,False,1st,0
wish.for_ushi,2025年04月28日 09:47,,13小時,幹我突然發現嗶哩嗶哩上面那個恐怖特輯的中字好像被下架了。 我還沒二刷啊嗚嗚嗚嗚嗚,False,False,0,0,0,0,541,328,https://www.threads.net/@wish.for_ushi/post/DI-OuWZSypN,2025年04月28日 09:47,,0,Ch,2025-04-28 09:47:00,Monday,9,0,False,False,True,0.842487767338753,positive,0.930111914873123,positive,True,True,1st,0
kelpbuy,2025年04月28日 15:10,克拉克拉克拉克拉克拉克拉克拉克拉克拉,4小時,#代購 SVT 正規五輯 HAPPY BURSTDAY 一般專/電子專/KIT ❤️ 貨到付款‼️貨到付款‼️貨到付款‼️ 現在預購都有含該通路特典🫶🏻 ✶ 一般專有開放以下通路 🇰🇷 韓通 Weverse 通路 🇯🇵 日通 Weverse/環球/塔店/HMV 『韓通 Weverse 』 *一般專預售特典* - 購買一本：自拍小卡(12隨1)+ LOGO照片卡小袋*1 - 購買一套：自拍小卡(12隨4)+ LOGO照片卡小袋*3+未公開團體書墊*1 *GV特典* - 購買一本：自拍小卡(12隨1) - 購買一套：自拍小卡(12隨3) 『日通 Weverse』 *一般專預售特典* - 購買一本: 變化卡 12隨機1 - 購買一套 : 變化卡 12隨機3張+風琴卡1張 『其他日通』 *一般專預售特典* 環球/塔店/HMV: 小卡 12隨機1 環球 一般專set: 小卡12隨機3張+A4資料夾 如有應募券會附上，考量運回時限，不保證一定能在效期內，如需事前拆應募券，須付費請集運協助，請於選項加購，未加購者不接受後續任何理由追加 社群連結請見留言 🔗,False,False,2,1,0,1,544,120,https://www.threads.net/@kelpbuy/post/DI-zrryBUuc,2025年04月28日 15:10,❤‼‼‼🫶🏻🔗,7,Ch,2025-04-28 15:10:00,Monday,15,0,False,False,True,0.7590902531147,positive,0.7590902531147,positive,True,False,3rd,2
aaa_appleday,2025年04月27日 20:09,,1小時,「我會負責讓大家幸福的，大家也要在各自的人生努力喔」 謝謝李東海 好想永遠愛你,False,False,397,5,33,14,5722,266,https://www.threads.net/@aaa_appleday/post/DI8xJyKzAJp,2025年04月27日 20:09,,0,Ch,2025-04-27 20:09:00,Sunday,20,0,False,False,True,0.875753074884415,positive,0.875753074884415,positive,True,False,mixed,3
yn6en_,2025年04月27日 19:36,,23小時,好喜歡我朋友看到我擔都會說他是我老公,False,False,347,4,81,65,8786,26,https://www.threads.net/@yn6en_/post/DI8tXdYpVHT,2025年04月27日 19:36,,0,Ch,2025-04-27 19:36:00,Sunday,19,0,False,False,True,0.972657114267349,positive,0.972657114267349,positive,True,False,mixed,3
haden_chen,2025年04月28日 07:17,,10小時,幫湖迷想好劇本了 糗爺最沒種了 到時候每場一定壓灰狼 你們自己加油,False,False,4,0,0,0,2144,212,https://www.threads.net/@haden_chen/post/DI99mC5zYp6,2025年04月28日 07:17,,0,Ch,2025-04-28 07:17:00,Monday,7,0,False,False,True,0.985758990049362,positive,0.985758990049362,positive,True,False,2nd,1
dianaurban,2025年04月29日 10:55,,4小時,"Oh thank god, Canada. WHEW ❤️",False,False,949,7,5,1,23000,12412,https://www.threads.net/@dianaurban/post/DJA7Ue2gMEF,2025年04月29日 10:55,❤,1,so,2025-04-29 10:55:00,Tuesday,10,1,False,False,False,0.62,neutral,0.62,neutral,False,False,none,4
cute33eva,2025年04月28日 19:19,,3小時,ot7要怎樣我沒有意見 我只求他們不要邊維權邊給錢啊,False,False,10,0,0,0,538,115,https://www.threads.net/@cute33eva/post/DI_QKk7piN3,2025年04月28日 19:19,,0,Ch,2025-04-28 19:19:00,Monday,19,0,False,False,True,0.0933398604393005,negative,0.0933398604393005,negative,True,False,mixed,3
pearpruuu.9,2025年04月27日 15:36,NMIXX,6小時,好好好...好漂亮🥹🥹🫶🏻 NMIXX,False,False,212,0,17,12,2666,59,https://www.threads.net/@pearpruuu.9/post/DI8R5WESXi2,2025年04月27日 15:36,🥹🥹🫶🏻,4,Ch,2025-04-27 15:36:00,Sunday,15,0,False,False,True,0.836438670754433,positive,0.836438670754433,positive,True,False,none,4
sophi_taylor4,2025年04月27日 15:04,,6小時,Can I follow you on Instagram? 🤔,False,False,10,2,0,3,444,820,https://www.threads.net/@sophi_taylor4/post/DI8OP7ENp01,2025年04月27日 15:04,🤔,1,en,2025-04-27 15:04:00,Sunday,15,0,True,False,False,0.5,neutral,0.5,neutral,True,False,mixed,3
kingfish1231,2025年04月28日 12:48,,10小時,跪求各位美女帥哥獻出你們多慧的桌布😭,False,False,2,0,0,0,1239,419,https://www.threads.net/@kingfish1231/post/DI-jbeJhGJB,2025年04月28日 12:48,😭,1,Ch,2025-04-28 12:48:00,Monday,12,0,False,False,True,0.748045311570168,positive,0.748045311570168,positive,True,False,2nd,1
caleb.s_dog,2025年04月28日 11:12,戀與深空,8小時,春日卡真的是 抽到誰我都爽 不是 不全員拿下我對不起他們🥹,False,False,4,0,0,0,157,19,https://www.threads.net/@caleb.s_dog/post/DI-YgwnSPUC,2025年04月28日 11:12,🥹,1,Ch,2025-04-28 11:12:00,Monday,11,0,False,False,True,0.707973864674568,positive,0.707973864674568,positive,True,False,mixed,3
wishu6well,2025年04月28日 17:09,,2小時,好消息 發現我晚場隔壁沒人,False,False,0,0,0,0,209,24,https://www.threads.net/@wishu6well/post/DI_BTpFSe48,2025年04月28日 17:09,,0,Ch,2025-04-28 17:09:00,Monday,17,0,False,False,True,0.926284074783325,positive,0.926284074783325,positive,True,False,1st,0
humi_6240,2025年04月27日 15:15,,6小時,Mai sirf social media mein social hoon Real life mai miloge toh side se Nikal jaungi 🤣,False,False,18,4,1,0,1120,2653,https://www.threads.net/@humi_6240/post/DI8PhUQzchr,2025年04月27日 15:15,🤣,1,tl,2025-04-27 15:15:00,Sunday,15,0,False,False,False,0.62,neutral,0.62,neutral,False,False,none,4
edenk147,2025年04月27日 19:34,,2小時,會不會加班打延長賽？？,False,False,1,0,1,0,867,0,https://www.threads.net/@edenk147/post/DI8tIWMTy9-,2025年04月27日 19:34,,0,Ch,2025-04-27 19:34:00,Sunday,19,0,True,False,False,0.892917096614838,positive,0.867488086223602,positive,False,False,none,4
jiangyan22__,2025年04月27日 14:21,,7小時,媽啊我不行了早知道就去接機了😭,False,False,13,1,0,5,5133,30,https://www.threads.net/@jiangyan22__/post/DI8JSKcT1rg,2025年04月27日 14:21,😭,1,Ch,2025-04-27 14:21:00,Sunday,14,0,False,False,True,0.138373918533325,negative,0.138373918533325,negative,True,False,1st,0
sp800212,2025年04月27日 07:32,,13小時,「我怕努力沒結果。」 「不努力，結果更慘而已。」,False,False,5,1,0,4,638,3,https://www.threads.net/@sp800212/post/DI7aiSlyc1U,2025年04月27日 07:32,,0,Ch,2025-04-27 07:32:00,Sunday,7,0,False,False,True,0.206239779790243,negative,0.1851866543293,negative,True,True,1st,0
jw,2025年04月29日 11:52,,4小時,This game was a lock as soon as Chuck gave it to the Rockets.,False,False,9,0,1,0,982,9347,https://www.threads.net/@jw/post/DJBBzB6xBGk,2025年04月29日 11:52,,0,en,2025-04-29 11:52:00,Tuesday,11,0,False,False,False,0.5,neutral,0.5,neutral,False,False,none,4
consciousliving24,2025年04月29日 13:24,,2小時,"Omg I swear when I actually go to the Beyoncé concert in two weeks, I’m going to have the whole show memorized because everyone keeps posting the damn concert online lol #beyonce",False,False,1,0,0,0,877,817,https://www.threads.net/@consciousliving24/post/DJBMZzyRw7I,2025年04月29日 13:24,,0,en,2025-04-29 13:24:00,Tuesday,13,0,False,False,False,0.5,neutral,0.5,neutral,False,True,1st,0
uririn43_,2025年04月27日 21:13,,21小時,不知道幾年後可以聽到他們說25年的時候有來到大巨蛋表演過😭👉🏻👈🏻,False,False,12,3,0,1,1289,74,https://www.threads.net/@uririn43_/post/DI84bRxSYlw,2025年04月27日 21:13,😭👉🏻👈🏻,5,Ch,2025-04-27 21:13:00,Sunday,21,0,False,False,True,0.772776311039925,positive,0.772776311039925,positive,True,False,3rd,2
cenchi___,2025年04月26日 22:21,tripleS,23小時,能背出24個人再說是tripleS粉 （這樣會太壞嗎 tripleS,False,False,902,21,14,20,15000,179,https://www.threads.net/@cenchi___/post/DI6bbJQTL_-,2025年04月26日 22:21,,0,Ch,2025-04-26 22:21:00,Saturday,22,1,False,False,True,0.800756603479385,positive,0.800756603479385,positive,True,False,none,4
_0306_takanori,2025年04月28日 17:14,THE RAMPAGE,1小時,想問一般售票會比會員預先售票搶到還前面的位置嗎，刷新多出來的票都好後面🥹,False,False,0,0,0,0,221,28,https://www.threads.net/@_0306_takanori/post/DI_B7Rpx9NV,2025年04月28日 17:14,🥹,1,Ch,2025-04-28 17:14:00,Monday,17,0,False,False,True,0.202100116014481,negative,0.202100116014481,negative,True,False,none,4
twosun94,2025年04月27日 22:52,,20小時,到底是誰會邀請粉絲在演唱會現場做深蹲！！！ 雖然我還是乖乖做了…. 當下心裡在想明天不會上頭條吧！？ 李東海你贏了😂,False,False,53,0,0,0,1549,28,https://www.threads.net/@twosun94/post/DI9DwpkTBkP,2025年04月27日 22:52,😂,1,Ch,2025-04-27 22:52:00,Sunday,22,0,True,True,True,0.871453186670939,positive,0.807422449588776,positive,True,True,mixed,3
musa_mercredi,2025年04月29日 05:41,,10小時,I think I need socks.,False,False,6,0,1,0,1698,17,https://www.threads.net/@musa_mercredi/post/DJAXU42MkhW,2025年04月29日 05:41,,0,en,2025-04-29 05:41:00,Tuesday,5,0,False,False,False,0.5,neutral,0.5,neutral,True,False,1st,0
yg.chicken,2025年04月28日 01:35,,21小時,滑到貼文才發現原來有工作人員不幫忙整隊的問題... 幸好vip a2的工作人員很熱心地幫我問別人號碼還拉開紅龍把我塞進去，不然我這個拖延症末期的大社恐可能會看著排隊人龍不知所措🥲 星期六真的好幸運好幸福，我跟桃園和解了,False,False,1,0,0,0,566,231,https://www.threads.net/@yg.chicken/post/DI9WcuHSpW1,2025年04月28日 01:35,🥲,1,Ch,2025-04-28 01:35:00,Monday,1,0,False,False,True,0.722050138711929,positive,0.722050138711929,positive,True,False,1st,0
alwaysbeebooked,2025年04月29日 10:49,,5小時,I'm so happy for Canada but I'm also jealous 😭,False,False,2027,60,55,2,40000,16914,https://www.threads.net/@alwaysbeebooked/post/DJA6m7YRqmX,2025年04月29日 10:49,😭,1,en,2025-04-29 10:49:00,Tuesday,10,1,False,False,False,0.47,neutral,0.47,neutral,True,False,none,4
getuptoparr,2025年04月28日 19:02,,20小時,New Monday. New momentum!,False,False,160,3,18,5,4029,75328,https://www.threads.net/@getuptoparr/post/DI_ORmPRSrA,2025年04月28日 19:02,,0,en,2025-04-28 19:02:00,Monday,19,0,False,True,False,0.5,neutral,0.5,neutral,False,False,none,4
zhengjia722,2025年04月27日 19:32,,23小時,"感謝thread 雖然去不了現場，但點開就滿滿的NMIXX aespa,itzy,tripleS,kiss of life,QWER 看得好爽，謝謝大家無私分享",False,False,4,0,0,0,2464,66,https://www.threads.net/@zhengjia722/post/DI8s2j_PGvI,2025年04月27日 19:32,,0,Ch,2025-04-27 19:32:00,Sunday,19,0,False,False,True,0.995010018348694,positive,0.995010018348694,positive,True,False,none,4
oloriswank,2025年04月28日 19:06,,20小時,Repeat after me: The grass is greener wherever I am. I bring value to every space I am in.,False,False,20000,106,3039,267,210000,61884,https://www.threads.net/@oloriswank/post/DI_Opc1RBf7,2025年04月28日 19:06,,0,en,2025-04-28 19:06:00,Monday,19,1,False,False,False,0.5,neutral,0.5,neutral,False,False,1st,0
ohcyqae,2025年04月28日 17:05,,6小時,覺得Ross嘅on a break冇錯係絕對red flag🚩,False,False,0,0,0,0,647,65,https://www.threads.net/@ohcyqae/post/DI_A0kEyTR5,2025年04月28日 17:05,🚩,1,Ch,2025-04-28 17:05:00,Monday,17,0,False,False,True,0.928896218538284,positive,0.928896218538284,positive,True,False,none,4
big._.shh_,2025年04月27日 22:36,,20小時,看他們來台灣穿長袖我都替他們熱🤣,False,False,0,0,0,0,338,2,https://www.threads.net/@big._.shh_/post/DI9B83ESpgQ,2025年04月27日 22:36,🤣,1,Ch,2025-04-27 22:36:00,Sunday,22,0,False,False,True,0.387153069376946,neutral,0.387153069376946,neutral,True,True,mixed,3
emily_lilly231,2025年04月29日 15:02,,36分鐘,"👤 Lily mentioned you a minute ago 💌 It doesn't hurt to say hello. Hey, how are you? ☺️",False,False,8,4,0,0,289,538,https://www.threads.net/@emily_lilly231/post/DJBXktcoUUX,2025年04月29日 15:02,👤💌☺,3,en,2025-04-29 15:02:00,Tuesday,15,0,True,False,False,0.5,neutral,0.5,neutral,True,False,2nd,1
youjing0324,2025年04月28日 16:17,,2小時,vip跟B區都還刷得到一兩張～大家加油,False,False,0,0,0,0,650,48,https://www.threads.net/@youjing0324/post/DI-7YyLPu8L,2025年04月28日 16:17,,0,Ch,2025-04-28 16:17:00,Monday,16,0,False,False,False,0.992539465427399,positive,0.992539465427399,positive,False,False,none,4
j2tiger,2025年04月29日 10:39,,5小時,Canada did the right thing. A shining example in troubling times.,False,False,58,1,0,0,4174,1396,https://www.threads.net/@j2tiger/post/DJA5chCs0R6,2025年04月29日 10:39,,0,en,2025-04-29 10:39:00,Tuesday,10,0,False,False,False,0.5,neutral,0.5,neutral,False,False,none,4
pear.juice_star,2025年04月28日 09:17,,9小時,其實昨天看完很大的感想是 如果公司能讓他們再多上一點舞台就好了 而且我也感覺他們本人比起簽售更喜歡舞台,False,False,172,0,5,13,3742,22,https://www.threads.net/@pear.juice_star/post/DI-LTkZhrJn,2025年04月28日 09:17,,0,Ch,2025-04-28 09:17:00,Monday,9,0,False,False,True,0.9897241294384,positive,0.9897241294384,positive,True,False,mixed,3
8neig_e,2025年04月28日 21:14,長榮航空,2小時,現在長榮的30分鐘免費網路還可以卡bug重複用嗎,False,False,0,0,0,0,3007,46,https://www.threads.net/@8neig_e/post/DI_dT_6BoGp,2025年04月28日 21:14,,0,Ch,2025-04-28 21:14:00,Monday,21,0,False,False,False,0.061855673789978,negative,0.061855673789978,negative,False,False,none,4
nuyihzec,2025年04月27日 09:36,,10小時,貼別人前男友到底都什麼心態,False,False,3,0,0,0,281,0,https://www.threads.net/@nuyihzec/post/DI7ooY-yFxI,2025年04月27日 09:36,,0,Ch,2025-04-27 09:36:00,Sunday,9,0,False,False,False,0.794430255889893,positive,0.794430255889893,positive,False,False,none,4
halab_you20,2025年04月27日 20:46,,29分鐘,"🦋-Di mo kailangan makipag kompetensya sa ibang lalaki,dahil mas minahal kita sa simpleng ikaw.",False,False,0,0,0,0,20,216,https://www.threads.net/@halab_you20/post/DI81TyHSlpT,2025年04月27日 20:46,🦋,1,tl,2025-04-27 20:46:00,Sunday,20,0,False,False,False,0.5,neutral,0.5,neutral,False,False,none,4
jasarcrificete,2025年04月28日 15:44,,3小時,此場戰敗我不等公售了我有前排病,False,False,2,1,0,0,601,560,https://www.threads.net/@jasarcrificete/post/DI-3kYLxHOD,2025年04月28日 15:44,,0,Ch,2025-04-28 15:44:00,Monday,15,0,False,False,True,0.801613360643387,positive,0.801613360643387,positive,True,False,1st,0
fatema07777,2025年04月27日 17:43,,3小時,I love you palisten 🇵🇸 ❤️,False,False,18,1,0,0,863,5773,https://www.threads.net/@fatema07777/post/DI8gXtWPOtD,2025年04月27日 17:43,❤,1,en,2025-04-27 17:43:00,Sunday,17,0,False,False,False,0.62,neutral,0.62,neutral,True,False,2nd,1
look_mia_1230,2025年04月27日 21:12,,21小時,看演唱會的時候 臉都在不自覺微笑,False,False,10,0,1,0,1499,68,https://www.threads.net/@look_mia_1230/post/DI84V6eSxn4,2025年04月27日 21:12,,0,Ch,2025-04-27 21:12:00,Sunday,21,0,False,False,False,0.841006964445114,positive,0.841006964445114,positive,False,False,none,4
btjk.tk,2025年04月26日 20:43,,23小時,I’m from Poland 🇵🇱 🇵🇱 🇵🇱 . I support Ukraine 🇺🇦 every inch of me,False,False,925,17,8,1,9847,5323,https://www.threads.net/@btjk.tk/post/DI6QKkmiFVJ,2025年04月26日 20:43,,0,en,2025-04-26 20:43:00,Saturday,20,0,False,False,False,0.5,neutral,0.5,neutral,False,False,1st,0
hsuan___18,2025年04月28日 15:15,,3小時,吃鬆餅的時候 旁邊一個小妹妹開始歌劇式唱歌,False,False,1,0,0,0,548,75,https://www.threads.net/@hsuan___18/post/DI-0TFYT6uv,2025年04月28日 15:15,,0,Ch,2025-04-28 15:15:00,Monday,15,0,False,False,False,0.811107903718948,positive,0.811107903718948,positive,False,False,none,4
iconalishhh,2025年04月27日 18:16,,2小時,Bəzi insanar niyə belə nankördular axı?,False,False,13,0,0,0,306,185,https://www.threads.net/@iconalishhh/post/DI8kMIcqFEE,2025年04月27日 18:16,,0,az,2025-04-27 18:16:00,Sunday,18,0,True,False,False,0.5,neutral,0.5,neutral,False,False,none,4
iiceesyc,2025年04月27日 20:56,,22小時,剛用chatgpt問了自家哥哥的收入瞬間不心疼他了😌,False,False,0,0,0,0,633,33,https://www.threads.net/@iiceesyc/post/DI82htNvsqc,2025年04月27日 20:56,😌,1,Ch,2025-04-27 20:56:00,Sunday,20,0,False,False,True,0.782277572154999,positive,0.782277572154999,positive,True,False,3rd,2
kairos6967,2025年04月29日 15:33,,16分鐘,"Exam season: Brain: “Let’s revise.” Me: cleans room, makes a schedule, cries, eats chips, scrolls Instagram for 3 hours.",False,False,0,0,0,0,69,402,https://www.threads.net/@kairos6967/post/DJBbJ39yL1x,2025年04月29日 15:33,,0,en,2025-04-29 15:33:00,Tuesday,15,0,False,False,False,0.5,neutral,0.5,neutral,False,False,none,4
pookleecallkie_,2025年04月29日 14:49,,51分鐘,"Beach,music,sunset and a glass of champagne 🥂 perfecto ! 一身全白西班牙度假look配tomato highball&雪葩 🍅loewenew store at time square ❣️ #loewe #loewepaulas Hair:@yonda.hair@haffmanchengMake up :@deepmakeupThank you@felixchan5 Hong Kong Times Square",False,False,0,0,0,0,127,2468,https://www.threads.net/@pookleecallkie_/post/DJBWCqmSui1,2025年04月29日 14:49,🥂🍅❣,3,en,2025-04-29 14:49:00,Tuesday,14,0,False,True,False,0.5,neutral,0.5,neutral,True,False,none,4
_9yicj,2025年04月28日 22:03,_9yicj,17小時,我要在沒有人認識的帳號 開始發了,False,False,64,7,0,0,2465,7,https://www.threads.net/@_9yicj/post/DI_i_-QT0CY,2025年04月28日 22:03,,0,Ch,2025-04-28 22:03:00,Monday,22,0,False,False,True,0.0655736029148102,negative,0.0655736029148102,negative,True,False,1st,0
tdoan.aaa,2025年04月29日 09:21,,6小時,Waiting for a crushing victory! Go Canada!,False,False,4,0,0,0,1522,7,https://www.threads.net/@tdoan.aaa/post/DJAwhNjvkOF,2025年04月29日 09:21,,0,en,2025-04-29 09:21:00,Tuesday,9,0,False,True,False,0.5,neutral,0.5,neutral,False,False,none,4
snowpeach.12,2025年04月28日 15:36,,7小時,買農心會員是我今年做最對的事 孫施尤你就是南韓最美的花！,False,False,0,0,0,0,22,1,https://www.threads.net/@snowpeach.12/post/DI-2q9wR01C,2025年04月28日 15:36,,0,Ch,2025-04-28 15:36:00,Monday,15,0,False,True,True,0.8134605884552,positive,0.803083270788193,positive,True,True,mixed,3
michaelcl122,2025年04月27日 19:17,,1小時,WHO WANTS TO SEE UKRAINE WIN??????,False,False,219,1,0,0,2748,13604,https://www.threads.net/@michaelcl122/post/DI8rKdTi0Q2,2025年04月27日 19:17,,0,en,2025-04-27 19:17:00,Sunday,19,0,True,False,False,0.5,neutral,0.5,neutral,False,True,none,4
