author,post_time,topic,time_info,content,has_photo,has_video,like_count,reply_count,repost_count,share_count,view_count,followers_count,post_url,scrape_time,emojis,emoji_count,lang,scrape_time_origin,post_weekday,post_hour,viral,has_question,has_exclaim
afreecony,2025-05-01T01:13:28.000Z,,35分鐘,咦圖頻都發不出來，只有文字可以，是新條款的問題嗎，我看幾分鐘前都有人發啊🥺哪裏設置有問題嗎,False,False,0,0,0,0,1628,1,https://www.threads.net/@afreecony/post/DJF5OPPzoS_,2025年05月01日 17:50,🥺,1,Ch,2025-05-01 17:50:05.377463+08:00,Thursday,17,0,False,False
chou_meowmeow,2025-05-01T00:45:14.000Z,,1小時,老公的勞動節，在公司放假，在家裡上工（清理冷氣濾網、通馬桶中）,False,False,11,0,0,0,17000,84,https://www.threads.net/@chou_meowmeow/post/DJF1_cqyXoR,2025年05月01日 17:50,,0,Ch,2025-05-01 17:50:20.806310+08:00,Thursday,17,1,False,False
psy._.ii,2025-05-01T01:29:26.000Z,代購,19分鐘,有人可以幫忙代購韓國的紙膠帶嗎～,False,False,0,0,0,0,32,4,https://www.threads.net/@psy._.ii/post/DJF7DNdzjss,2025年05月01日 17:50,,0,Ch,2025-05-01 17:50:36.013332+08:00,Thursday,17,0,False,False
techpresso_news,2025-04-30T20:04:44.000Z,,5小時,"Google Play Store has seen a 47% decline in apps since the start of 2024, dropping from 3.4 million to 1.8 million.",False,False,2,1,0,0,982,1468,https://www.threads.net/@techpresso_news/post/DJFV1LLNWnD,2025年05月01日 17:50,,0,en,2025-05-01 17:50:51.312667+08:00,Thursday,17,0,False,False
yuanyuan_game,2025-04-30T15:30:52.000Z,,10小時,這個新使用條款意思就是528之後讓我再也不會在脆發文的意思👎,True,False,210,20,3,11,31000,262,https://www.threads.net/@yuanyuan_game/post/DJE2jLKBW2x,2025年05月01日 17:51,👎,1,Ch,2025-05-01 17:51:06.623892+08:00,Thursday,17,1,False,False
tw_kingston8821,2025-05-01T01:29:41.000Z,,20分鐘,原來大家都跑去跟google,False,False,2,0,0,0,311,41,https://www.threads.net/@tw_kingston8821/post/DJF7FGly2CZ,2025年05月01日 17:51,,0,Ch,2025-05-01 17:51:21.820229+08:00,Thursday,17,0,False,False
shan05_24,2025-05-01T01:11:05.000Z,大車日常,39分鐘,有沒有友台會越南話的幫忙翻譯😢😢 靠北 他們說什麼我都聽不懂😮‍💨 #大車日常 #越南人 #,True,False,2,0,0,1,857,335,https://www.threads.net/@shan05_24/post/DJF484AzL85,2025年05月01日 17:51,😢😢😮💨,4,Ch,2025-05-01 17:51:36.952965+08:00,Thursday,17,0,False,False
helloimolly_,2025-05-01T01:00:20.000Z,,51分鐘,早知道YouTube可以不用Gmail就能注册 我就不用Google账号登录了 相比较Gmail 我更喜欢用proton 已经把proton已经是我的主力邮箱了,False,False,0,0,0,0,717,126,https://www.threads.net/@helloimolly_/post/DJF3uF9TNSc,2025年05月01日 17:51,,0,Ch,2025-05-01 17:51:52.133458+08:00,Thursday,17,0,False,False
dr262527,2025-05-01T00:23:40.000Z,,1小時,勞動節我還是有去醫院。對我知道今天可以不用去醫院，但想到主治醫師的病人，想到更多的學習機會。我還是一大早就去醫院了。去看看病人，去跟師長學習挺不錯的。 但我也沒那麼積極啦，週休二日我還是有放假休息的。,False,False,23,2,0,1,2317,947,https://www.threads.net/@dr262527/post/DJFzhlFyG51,2025年05月01日 17:52,,0,Ch,2025-05-01 17:52:07.243645+08:00,Thursday,17,0,False,False
iosono_1122,2025-05-01T01:13:40.000Z,,37分鐘,反正我真的很期待收到jyp那裡的回信啊 不回信也沒有關係 那就繼續鬧大 真的不要惹已經沒有啥可以失去的人耶😍 老娘九年優良賣場你們要這樣搞我 那我就可以搞更大 英文日文韓文中文我都發 還有三萬人追蹤者的朋友可以幫忙擴散 直接艾特所有相關官號和機關號 連我直接去和三星買的東西都說是仿冒的 是有病吧😍😍😍,False,False,2,0,0,0,137,83,https://www.threads.net/@iosono_1122/post/DJF5PsDSbrR,2025年05月01日 17:52,😍😍😍😍,4,Ch,2025-05-01 17:52:22.526833+08:00,Thursday,17,0,False,False
510.tarot.888888,2025-05-01T00:51:54.000Z,,59分鐘,白沙屯媽祖2025年5月1號進香活動開跑 有參加的歡迎簽到 進喔 🙏,False,False,20,0,0,0,4183,1096,https://www.threads.net/@510.tarot.888888/post/DJF2wX7TT03,2025年05月01日 17:52,🙏,1,Ch,2025-05-01 17:52:37.627951+08:00,Thursday,17,0,False,False
gafa._1422,2025-04-30T22:44:42.000Z,,3小時,我17的卡快出完了😭可以好好養女團了🌝 男團周邊坑大退特退！,False,False,2,5,0,1,1094,115,https://www.threads.net/@gafa._1422/post/DJFoMp3hwA5,2025年05月01日 17:52,😭🌝,2,Ch,2025-05-01 17:52:52.725081+08:00,Thursday,17,0,False,True
reiter_11_10,2025-04-30T14:22:42.000Z,,11小時,脆的新條款是在開玩笑嗎⋯⋯ 上傳任何內容直接等於無條件授權任何二次使用（大概意思，有錯請指正） 瘋了吧⋯⋯到底讓人怎麼留在這⋯⋯,False,False,492,30,38,47,38000,2644,https://www.threads.net/@reiter_11_10/post/DJEuv7rpPNQ,2025年05月01日 17:53,,0,Ch,2025-05-01 17:53:08.089222+08:00,Thursday,17,1,False,False
martinldart,2025-04-30T23:47:24.000Z,,2小時,"Two players crash into Steph and he still can’t get a foul call , but multiple foul calls go against Warriors. @nbaalready decided that Houston will win tonight.",False,False,87,11,3,1,2653,7739,https://www.threads.net/@martinldart/post/DJFvX2tTirf,2025年05月01日 17:53,,0,en,2025-05-01 17:53:33.068436+08:00,Thursday,17,0,False,False
umaraiasu,2025-05-01T00:29:10.000Z,,1小時,駄目だ！！大沢たかお祭りなってしまったわしのスレッドも！！おかしいな貼ってないはずなのに,False,False,5,0,0,0,3873,380,https://www.threads.net/@umaraiasu/post/DJF0JyfycMA,2025年05月01日 17:53,,0,ja,2025-05-01 17:53:48.361944+08:00,Thursday,17,0,False,True
lily_secret0985,2025-04-30T23:14:32.000Z,,2小時,We need more Terry Moran !,False,False,15,0,0,4,26000,35,https://www.threads.net/@lily_secret0985/post/DJFrnL7Ionq,2025年05月01日 17:54,,0,en,2025-05-01 17:54:03.686159+08:00,Thursday,17,1,False,True
suika28,2025-05-01T01:02:19.000Z,,51分鐘,本來要查看《秘密會議》這幾天的場次，沒睡醒一直打成《辣妹過招》怎ㄇ回事😵😵😵,False,False,3,0,1,0,434,1296,https://www.threads.net/@suika28/post/DJF38ofzqdt,2025年05月01日 17:54,😵😵😵,3,Ch,2025-05-01 17:54:18.957071+08:00,Thursday,17,0,False,False
violetexquisite_,2025-04-30T23:40:02.000Z,,2小時,We need more Terry Moran !,False,False,6,0,0,1,11000,2606,https://www.threads.net/@violetexquisite_/post/DJFuh_OCrlo,2025年05月01日 17:54,,0,en,2025-05-01 17:54:34.112290+08:00,Thursday,17,1,False,True
violet_dazzliing,2025-04-30T23:03:57.000Z,,2小時,We need more Terry Moran !,False,False,1,0,0,0,6641,826,https://www.threads.net/@violet_dazzliing/post/DJFqZq2NPKC,2025年05月01日 17:54,,0,en,2025-05-01 17:54:49.376830+08:00,Thursday,17,0,False,True
_puuxy1o,2025-05-01T00:20:12.000Z,,1小時,笑死 勇士今天進攻一坨大的,False,False,7,0,0,0,1374,878,https://www.threads.net/@_puuxy1o/post/DJFzIHFTmOL,2025年05月01日 17:55,,0,Ch,2025-05-01 17:55:11.266424+08:00,Thursday,17,0,False,False
yurmy1nonly,2025-04-30T05:15:23.000Z,,20小時,我如果有自己的工作室或公司每年都會給我的員工一天推活復原日舉凡新聞爆出自推是人渣、自推畢業、推團解散等都可以請,False,False,5,0,0,0,884,7,https://www.threads.net/@yurmy1nonly/post/DJDwHO8TnjJ,2025年05月01日 17:55,,0,Ch,2025-05-01 17:55:32.118372+08:00,Thursday,17,0,False,False
caijing.shao,2025-05-01T00:10:23.000Z,,1小時,財布に5万もない人反応してください🥺 そういう人に喜んでもらえるのが一番嬉しい✌🏻 マックのクレーム マクドナルド,False,False,4,1,0,0,6362,9,https://www.threads.net/@caijing.shao/post/DJFyAPsJnNG,2025年05月01日 17:55,🥺✌🏻,3,ja,2025-05-01 17:55:47.310689+08:00,Thursday,17,0,False,False
eat.fun.buy,2025-05-01T00:32:01.000Z,,1小時,5/1勞動節=國小生勞工爸媽休息日 但中午就要接回來就是了🤣,False,False,27,2,0,0,7887,5732,https://www.threads.net/@eat.fun.buy/post/DJF0eqJh5Ln,2025年05月01日 17:56,🤣,1,Ch,2025-05-01 17:56:02.469235+08:00,Thursday,17,0,False,False
soo.wonn7,2025-04-30T18:31:41.000Z,,7小時,所以更新條款我們要去哪裡碎碎念⋯？ 要搬家搬去哪裡,False,False,0,0,0,0,194,60,https://www.threads.net/@soo.wonn7/post/DJFLPezSrMN,2025年05月01日 17:56,,0,Ch,2025-05-01 17:56:17.565912+08:00,Thursday,17,0,True,False
storydining2025,2025-05-01T00:31:36.000Z,,1小時,マクドナルドのメニュー値上がりしてますね。昔100円マックってありましたよね？笑,False,False,31,2,0,0,17000,36,https://www.threads.net/@storydining2025/post/DJF0bpHy1Cl,2025年05月01日 17:56,,0,ja,2025-05-01 17:56:43.363486+08:00,Thursday,17,1,True,False
n1k0ddd,2025-04-30T02:50:46.000Z,,23小時,買自助餐結帳聽到130元，突然有點後悔不如去吃三媽臭臭鍋==,False,False,1,0,0,0,1621,146,https://www.threads.net/@n1k0ddd/post/DJDfkA8TmmG,2025年05月01日 17:56,,0,Ch,2025-05-01 17:56:58.654068+08:00,Thursday,17,0,False,False
everybody_hatechriss,2025-04-30T04:19:42.000Z,,21小時,Playoff Murray or playoff Jimmy?,False,False,86,40,3,1,14000,129966,https://www.threads.net/@everybody_hatechriss/post/DJDpvXdJsf2,2025年05月01日 17:57,,0,en,2025-05-01 17:57:13.912494+08:00,Thursday,17,1,True,False
joe.taipei,2025-05-01T01:00:09.000Z,接案,56分鐘,全職接案的鈍化，我忘了有放假這件事 ​ 今天才發現，上班族其實有放假 😂,False,False,3,4,0,1,0,415,https://www.threads.net/@joe.taipei/post/DJF3svEJZYP,2025年05月01日 17:57,😂,1,Ch,2025-05-01 17:57:29.249846+08:00,Thursday,17,0,False,False
ethersboy,2025-05-01T00:01:28.000Z,,1小時,5/1勞動節，老師學生動起來～🫠 🉐0酚,False,False,38,0,0,0,10000,6187,https://www.threads.net/@ethersboy/post/DJFw-7lyiUS,2025年05月01日 17:57,🫠🉐,2,Ch,2025-05-01 17:57:44.443911+08:00,Thursday,17,1,False,False
li.shaoci,2025-04-30T15:59:10.000Z,,9小時,真的覺得會認真看完你限動的朋友很暈,False,False,0,0,0,0,232,37,https://www.threads.net/@li.shaoci/post/DJE5yaiznrp,2025年05月01日 17:57,,0,Ch,2025-05-01 17:57:59.641111+08:00,Thursday,17,0,False,False
mogywiio,2025-04-30T15:04:52.000Z,,10小時,出座位權到底是什麼鳥啊 我笑出來😂😂 沒預算就不要搶啊出什麼座位權 第一次看到這種,False,False,0,0,0,0,792,7,https://www.threads.net/@mogywiio/post/DJEzkvQSgkK,2025年05月01日 17:58,😂😂,2,Ch,2025-05-01 17:58:14.886792+08:00,Thursday,17,0,False,False
yuhsiu0511,2025-05-01T01:08:06.000Z,,50分鐘,@uxy._.0619阿公告訴姨爸爸去世了，妳們好好陪爸爸走最後一段路,False,False,0,0,0,0,998,57,https://www.threads.net/@yuhsiu0511/post/DJF4m_IzWKU,2025年05月01日 17:58,,0,Ch,2025-05-01 17:58:41.072905+08:00,Thursday,17,0,False,False
alen0972912631,2025-04-30T15:59:47.000Z,,9小時,🎉恭喜江小姐薪水 2.5 萬，停止被國泰世華及聯邦銀行及多家銀行催繳，解決幫父親作保以致名下債務無法償還，月付金降至 3500 元。,False,False,9,1,0,0,15000,61,https://www.threads.net/@alen0972912631/post/DJE53AIBZv0,2025年05月01日 17:58,🎉,1,Ch,2025-05-01 17:58:56.201697+08:00,Thursday,17,1,False,False
lily_secret0990,2025-05-01T00:47:01.000Z,lily_secret0990,1小時,We need more Terry Moran !,False,False,7,0,0,0,6647,1,https://www.threads.net/@lily_secret0990/post/DJF2MhGiVJj,2025年05月01日 17:59,,0,en,2025-05-01 17:59:11.551335+08:00,Thursday,17,0,False,True
i_was_sb,2025-05-01T01:01:35.000Z,,56分鐘,有人知道要怎麼把YT影片錄到雲端那邊嗎:? 我怕又有版權砲之後又會看不到:(,False,False,2,0,0,0,645,38,https://www.threads.net/@i_was_sb/post/DJF33QWzonV,2025年05月01日 17:59,,0,Ch,2025-05-01 17:59:26.741642+08:00,Thursday,17,0,True,False
_2lioyk,2025-04-30T15:52:09.000Z,,10小時,現在想看 花束般的戀愛跟夏日最後的秘密 我也蠻想看恐怖片的,False,False,22,1,0,0,6662,318,https://www.threads.net/@_2lioyk/post/DJE4_Fmyub8,2025年05月01日 17:59,,0,Ch,2025-05-01 17:59:41.911012+08:00,Thursday,17,0,False,False
ziend888,2025-05-01T01:11:45.000Z,,47分鐘,勇士今天應該全上板凳，主力勞動節休假一天,False,False,5,0,0,0,1044,0,https://www.threads.net/@ziend888/post/DJF5Bq4zast,2025年05月01日 17:59,,0,Ch,2025-05-01 17:59:57.069610+08:00,Thursday,17,0,False,False
jiconsult,2025-04-30T21:53:56.000Z,,4小時,What a game. Inter vs Barca,False,False,6,0,0,0,2032,187,https://www.threads.net/@jiconsult/post/DJFiY5WI460,2025年05月01日 18:00,,0,en,2025-05-01 18:00:12.156175+08:00,Thursday,18,0,False,False
carol_offduty_,2025-04-30T16:38:04.000Z,,9小時,我看過最厲害的業務 Line 頭貼 ： 「沒回覆就是已封鎖，有事請發信！」 是00後整頓職場嗎？🤣🤣🤣,False,False,0,0,0,0,600,10,https://www.threads.net/@carol_offduty_/post/DJE-PT7yjq8,2025年05月01日 18:00,🤣🤣🤣,3,Ch,2025-05-01 18:00:39.397673+08:00,Thursday,18,0,True,True
bryan.yi.94,2025-04-30T10:57:18.000Z,味全龍,15小時,在火車上睡過站，還好還來得及趕上開場,False,False,0,0,0,0,1543,27,https://www.threads.net/@bryan.yi.94/post/DJEXPkfJw3T,2025年05月01日 18:00,,0,Ch,2025-05-01 18:00:54.657735+08:00,Thursday,18,0,False,False
lcxziia,2025-04-30T18:02:21.000Z,,7小時,花束般的戀愛真的很好看 超那個的,False,False,4,0,0,1,3514,188,https://www.threads.net/@lcxziia/post/DJFH4n6SL0_,2025年05月01日 18:01,,0,Ch,2025-05-01 18:01:37.961951+08:00,Thursday,18,0,False,False
lifeshape_ak,2025-04-30T04:31:06.000Z,,21小時,每日份守護神訊息 黑虎爺將軍 「雖然你現在經歷的痛苦看似龐大，但他其實只佔了你廣大人生的很小一部分，你還有很多路可以走，也有很多感受可以體驗，有很多機會可以接受，不要侷限自己，找到好好面對的方法比較重要。」 今日份愛你 注意 胃痛、鼻過敏、眼睛、肩頸依舊痛痛,False,False,1945,7,70,42,20000,34861,https://www.threads.net/@lifeshape_ak/post/DJDrC7hv3fP,2025年05月01日 18:02,,0,Ch,2025-05-01 18:02:35.198681+08:00,Thursday,18,1,False,False
nobuleme,2025-04-30T22:26:23.000Z,,3小時,預言被2025年7月5日取消了，老高講說是彗星，但會有海嘯的時候，台灣會不會擔心？,False,False,33,0,0,3,41000,18,https://www.threads.net/@nobuleme/post/DJFmGiiztnS,2025年05月01日 18:02,,0,Ch,2025-05-01 18:02:50.467768+08:00,Thursday,18,1,True,False
jawsnuyh,2025-05-01T01:00:09.000Z,한화이글스 야구 스팔,1小時,5월 1일 오늘!! 대전 한화생명 볼파크 카스존/1루내야지정석 2자리 양도받습니다..😭😭 직관 후기 잘 말아드릴 수 있고!! 경기도중에 비와도 계속 볼거라서 열정하나는 끝내주는 저희 가족 야구 보게 도와주세요🥺,False,False,2,0,1,0,591,198,https://www.threads.net/@jawsnuyh/post/DJF3sv_zqd-,2025年05月01日 18:03,😭😭🥺,3,ko,2025-05-01 18:03:05.817797+08:00,Thursday,18,0,False,True
queeniiiiiiiiiiiiiie,2025-04-30T06:11:52.000Z,,19小時,有人跟我一樣嗎？ 已經拋棄FB，跳槽到Threads？ 這裡沒人三不五時tag你抽獎， 舒服到我差點以為網路壞了🤣,False,False,69,31,0,1,2779,33,https://www.threads.net/@queeniiiiiiiiiiiiiie/post/DJD2k-qPvRz,2025年05月01日 18:03,🤣,1,Ch,2025-05-01 18:03:47.639166+08:00,Thursday,18,0,True,False
isfp.1201,2025-05-01T01:08:51.000Z,Ado,54分鐘,繼續徵 還沒開始就還有希望 5／11 Ado林口演唱會門票一張 位置不限 可小加價 希望人生第一場演唱會的機會可以獻給Ado 求求了 Ado,False,False,7,1,0,1,305,4,https://www.threads.net/@isfp.1201/post/DJF4se5SsnO,2025年05月01日 18:04,,0,Ch,2025-05-01 18:04:02.813104+08:00,Thursday,18,0,False,False
amily_huang_,2025-05-01T01:16:14.000Z,TVBS,47分鐘,貴婦奈奈抵達機場被上銬，我只 注意到她的 髮色、髮質、捲度都很棒，很好看欸🤣 5/1 休假 根本就是大人版的兒童節吧😌😌,False,False,37,4,0,1,17000,182,https://www.threads.net/@amily_huang_/post/DJF5ifRTDG8,2025年05月01日 18:04,🤣😌😌,3,Ch,2025-05-01 18:04:17.986437+08:00,Thursday,18,1,False,False
samuu_c.reader,2025-04-30T23:36:17.000Z,,2小時,我其實好中意楊丞琳🫣 但今時今日中意楊丞琳係一種錯泥咁,False,False,6,1,0,2,7570,520,https://www.threads.net/@samuu_c.reader/post/DJFuGbNzVK1,2025年05月01日 18:04,🫣,1,Ch,2025-05-01 18:04:32.998486+08:00,Thursday,18,0,False,False
metakeithwms,2025-04-30T21:51:08.000Z,Terry Moran,4小時,@abcnewsshould seize the moment and elevate Terry Moran their evening anchor.,False,False,464,8,6,2,19000,414,https://www.threads.net/@metakeithwms/post/DJFiEZbSfr_,2025年05月01日 18:04,,0,en,2025-05-01 18:04:48.203187+08:00,Thursday,18,1,False,False
f_0226,2025-04-30T23:53:28.000Z,,2小時,7:40的飛機 5:40到機場 看到全妝的女生只有真心佩服 小女子我看起來剛睡醒一臉憔悴等等上飛機準備狂睡,False,False,52,3,0,1,3171,19520,https://www.threads.net/@f_0226/post/DJFwEUEyYIY,2025年05月01日 18:05,,0,Ch,2025-05-01 18:05:03.491583+08:00,Thursday,18,0,False,False
_x._wei.15__,2025-04-30T17:06:51.000Z,,8小時,我朋友剛剛說，如果推著植物人的床去撞太平間的屍體，這算一種植物大戰殭屍嗎,False,False,40,1,0,36,7716,347,https://www.threads.net/@_x._wei.15__/post/DJFBiNFvdRA,2025年05月01日 18:05,,0,Ch,2025-05-01 18:05:30.206588+08:00,Thursday,18,0,False,False
chae._.sca,2025-05-01T01:18:24.000Z,,47分鐘,下午兩節物理，我先倒了、、,False,False,0,0,0,0,96,70,https://www.threads.net/@chae._.sca/post/DJF5yXAz_HI,2025年05月01日 18:05,,0,Ch,2025-05-01 18:05:45.275291+08:00,Thursday,18,0,False,False
excubitorium,2025-05-01T00:34:59.000Z,,1小時,一早北上的區間快沙丁魚般擁擠，想了三分鐘，啊今天白沙屯媽祖即將起駕。也算是台灣鄉親的黃金週吧。,False,False,56,1,0,3,5828,200,https://www.threads.net/@excubitorium/post/DJF00ZZTPZw,2025年05月01日 18:06,,0,Ch,2025-05-01 18:06:00.564789+08:00,Thursday,18,0,False,False
ivy1522222,2025-05-01T01:35:24.000Z,,30分鐘,這麽早有人打賽特嗎😂,False,False,4,6,0,1,493,245,https://www.threads.net/@ivy1522222/post/DJF7u6lzybn,2025年05月01日 18:06,😂,1,Ch,2025-05-01 18:06:15.796284+08:00,Thursday,18,0,False,False
l._.y0317,2025-04-30T04:34:16.000Z,蠟筆小新,21小時,臺北去了三家都沒有脆上很紅的10元蠟筆小新😿太晚起床是個錯誤,False,False,32,5,0,1,10000,398,https://www.threads.net/@l._.y0317/post/DJDraFIzpNY,2025年05月01日 18:06,😿,1,Ch,2025-05-01 18:06:31.049935+08:00,Thursday,18,1,False,False
angus961130,2025-05-01T00:36:43.000Z,,1小時,現在沒生病還戴口罩的人是有什麼心事嗎 那種戴口罩還覺得自己很帥的男生超志欸…,False,False,9,0,0,1,488,744,https://www.threads.net/@angus961130/post/DJF1BGpT2P_,2025年05月01日 18:06,,0,Ch,2025-05-01 18:06:46.204755+08:00,Thursday,18,0,False,False
openyoureyes2065_,2025-05-01T00:52:02.000Z,,1小時,量子糾纏就是，今天勇士輸球，等下湖人贏球,False,False,6,0,0,0,1772,497,https://www.threads.net/@openyoureyes2065_/post/DJF2xVczsvY,2025年05月01日 18:07,,0,Ch,2025-05-01 18:07:01.505085+08:00,Thursday,18,0,False,False
alinalovemiu,2025-05-01T01:22:30.000Z,,44分鐘,5/1了！各位同事們！報稅報起來喔！,False,False,0,0,0,0,4027,94,https://www.threads.net/@alinalovemiu/post/DJF6QcOP5dg,2025年05月01日 18:07,,0,Ch,2025-05-01 18:07:41.585873+08:00,Thursday,18,0,False,True
ging_freecss283782,2025-04-30T03:10:24.000Z,,22小時,今天一打開脆版面都是蠟筆小新xD 所以今天咖啡打算在全家買順便看一下有沒有,False,False,2,2,0,1,9046,34,https://www.threads.net/@ging_freecss283782/post/DJDhzz3vuzp,2025年05月01日 18:07,,0,Ch,2025-05-01 18:07:56.820010+08:00,Thursday,18,0,False,False
li_jane.11,2025-05-01T01:09:15.000Z,,58分鐘,脆現狀：什麼什麼很解 連續好幾篇了。,False,False,1,0,0,0,530,31,https://www.threads.net/@li_jane.11/post/DJF4vXhzrXA,2025年05月01日 18:08,,0,Ch,2025-05-01 18:08:12.082283+08:00,Thursday,18,0,False,False
0nexiy,2025-04-30T16:05:08.000Z,,10小時,剛突然想到國小四年級有個親戚說我就算22歲去科博館什麼也看不懂 我整個火氣上來,False,False,2,2,0,0,388,17,https://www.threads.net/@0nexiy/post/DJE6eK0zHan,2025年05月01日 18:08,,0,Ch,2025-05-01 18:08:27.306685+08:00,Thursday,18,0,False,False
xaun_822,2025-04-30T23:14:15.000Z,,2小時,瑪雅那個新條款是要吃人嗎❓ 你們會搬家到哪裡去 我要戳😭,False,False,5,4,0,1,620,176,https://www.threads.net/@xaun_822/post/DJFrlFAzzd4,2025年05月01日 18:08,❓😭,2,Ch,2025-05-01 18:08:42.629634+08:00,Thursday,18,0,False,False
fish.__.hh,2025-04-30T19:52:47.000Z,,6小時,以前12.左右 我就會想睡覺 後來調到1-2. 再到現在還沒4.我是睡不著的 甚至要早上才能睡⋯^_^,False,False,25,0,0,0,1006,6822,https://www.threads.net/@fish.__.hh/post/DJFUhidTE09,2025年05月01日 18:09,,0,Ch,2025-05-01 18:09:11.077008+08:00,Thursday,18,0,False,False
fu.jialun,2025-04-30T18:58:02.000Z,,7小時,Threads新使用條款，讓我感到怪怪的。（先刪了） 5/28之後再分享生活感受跟信仰感受。,False,False,0,1,0,1,961,8,https://www.threads.net/@fu.jialun/post/DJFOQkYSabN,2025年05月01日 18:09,,0,Ch,2025-05-01 18:09:26.281146+08:00,Thursday,18,0,False,False
poopoogoodgood,2025-04-30T13:05:41.000Z,,13小時,慟! 買不到香菜多力多滋,False,False,2,5,0,0,3157,62,https://www.threads.net/@poopoogoodgood/post/DJEl73VvQlf,2025年05月01日 18:09,,0,Ch,2025-05-01 18:09:41.453663+08:00,Thursday,18,0,False,True
goldfishblog,2025-04-30T02:58:10.000Z,,23小時,哈！有人跟我說原來我是弟控。天啊！我何止是弟控，我是1000000% 的弟控好嗎！,False,False,26,0,0,0,9907,8285,https://www.threads.net/@goldfishblog/post/DJDgaNSp9UJ,2025年05月01日 18:09,,0,Ch,2025-05-01 18:09:56.579424+08:00,Thursday,18,0,False,True
yuyu98_diary,2025-04-30T20:28:08.000Z,,5小時,我難得這個時間還沒睡 因為在掃蝦皮特價品 然後漢東旼就出現了,False,False,2,0,0,2,439,115,https://www.threads.net/@yuyu98_diary/post/DJFYkYgTpma,2025年05月01日 18:10,,0,Ch,2025-05-01 18:10:35.975751+08:00,Thursday,18,0,False,False
edicaqq,2025-05-01T00:43:09.000Z,,1小時,一個雞腿堡我都要配一壺1200CC冷泡茶的 真的碰不了重口味食物,False,False,0,0,0,0,693,20,https://www.threads.net/@edicaqq/post/DJF1wOxTC8H,2025年05月01日 18:11,,0,Ch,2025-05-01 18:11:14.834237+08:00,Thursday,18,0,False,False
mihexex,2025-05-01T01:52:26.000Z,,19分鐘,5/10的那個遊行真的是越看越怪，總覺得就是一堆想吃剴剴人血饅頭的有心人在促成的…到最後絕對都是喊一些不相干的口號，嘻嘻😌,False,False,0,0,0,0,40,75,https://www.threads.net/@mihexex/post/DJF9rrbzFHE,2025年05月01日 18:11,😌,1,Ch,2025-05-01 18:11:39.005080+08:00,Thursday,18,0,False,False
yz1127__,2025-04-30T18:13:43.000Z,,7小時,五月待辦：夏日最後的秘密&花束般的戀愛,False,False,1,0,0,0,1147,245,https://www.threads.net/@yz1127__/post/DJFJL-HTOWk,2025年05月01日 18:12,,0,Ch,2025-05-01 18:12:34.042191+08:00,Thursday,18,0,False,False
roserosie1276,2025-04-30T18:47:37.000Z,報稅,7小時,請問報稅 媽媽的工作是每日領現金的沒有勞保 年紀未滿65歲 這樣可以算在我的撫養裡面嗎 可以選擇無收入嗎,False,False,1,0,0,0,3882,7,https://www.threads.net/@roserosie1276/post/DJFNEK5ylRm,2025年05月01日 18:45,,0,Ch,2025-05-01 18:45:24.074197+08:00,Thursday,18,0,False,False
amy_yeh2,2025-04-30T23:59:01.000Z,,2小時,大家早安 今天5/1勞動節 銀行 郵局放假 銀行 郵局放假 不要白跑一趟❗❗,False,False,36,4,1,1,10000,873,https://www.threads.net/@amy_yeh2/post/DJFws7fyqVt,2025年05月01日 18:45,❗❗,2,Ch,2025-05-01 18:45:39.920157+08:00,Thursday,18,1,False,False
_squxzi,2025-05-01T00:04:38.000Z,,2小時,愛勞動節 公車都沒人好爽,False,False,1,0,0,0,6981,22,https://www.threads.net/@_squxzi/post/DJFxWJ2hzD8,2025年05月01日 18:45,,0,Ch,2025-05-01 18:45:56.051154+08:00,Thursday,18,0,False,False
tw28tian,2025-04-30T20:11:13.000Z,,6小時,怎麼辦怎麼辦😱😱😱 明早，哦，不，今天一早要搭火車去白沙屯， 我左也翻、右也翻，在床上躺平6小時還是睡不著😳😳😳 太~太~太期待了我！ 有香燈腳脆友也是如此嗎？,False,False,167,26,0,1,3833,86,https://www.threads.net/@tw28tian/post/DJFWofJTPXd,2025年05月01日 18:46,😱😱😱😳😳😳,6,Ch,2025-05-01 18:46:11.941769+08:00,Thursday,18,0,True,True
merckhung,2025-05-01T01:43:17.000Z,,1小時,今天接近中午左右，看到脆上面有人開始在說 Google 翻譯的，法語或西班牙語，翻譯成繁體中文。 但是輸入是繁體中文，輸出也是繁體中文時，但在法語介面，會出現針對中華人民共和國 的cryptic socio political 訊息。 我自己親自測試後，發現事情確實是如此。 身為認真上班的員工，趕緊跟 translate 團隊開 bug 報告這件事。 目前已經有人在處理中了。,False,False,18,2,1,2,2054,621,https://www.threads.net/@merckhung/post/DJF8ooTPlbv,2025年05月01日 18:46,,0,Ch,2025-05-01 18:46:27.733822+08:00,Thursday,18,0,False,False
shukosugimoto,2025-05-01T01:37:57.000Z,,1小時,大沢たかお祭りが面白すぎて ヤバい😂 全国のお母さんの大喜利がマジで 秀逸すぎる,False,False,4,0,0,0,7129,85,https://www.threads.net/@shukosugimoto/post/DJF8BnWSC1u,2025年05月01日 18:46,😂,1,Ch,2025-05-01 18:46:43.927521+08:00,Thursday,18,0,False,False
